alt_text,duration_ms,height,media_key,preview_image_url,public_metrics,type,url,width
,,1536,3_1408463633663860744,,,photo,https://pbs.twimg.com/media/E4veNmOXIAgkINt.jpg,2048
,,1536,3_1408463667230875656,,,photo,https://pbs.twimg.com/media/E4vePjRXIAgp6bI.jpg,2048
,,1536,3_1408463694338703366,,,photo,https://pbs.twimg.com/media/E4veRIQXwAYSHZc.jpg,2048
,,420,3_1408448624917364740,,,photo,https://pbs.twimg.com/media/E4vQj-SWQAQSgEr.jpg,596
,,1086,3_1408442219741257731,,,photo,https://pbs.twimg.com/media/E4vKvJJXIAMw9uS.jpg,1280
,,1280,3_1408442247469805568,,,photo,https://pbs.twimg.com/media/E4vKwwcXMAANS7I.jpg,1280
,,900,3_1408432868246929408,,,photo,https://pbs.twimg.com/media/E4vCO0HXwAAbVN1.jpg,1200
Youth climate activists outside the swedish parliament holding placards,,480,3_1408413958168526851,,,photo,https://pbs.twimg.com/media/E4uxCGlWQAMY4Jq.jpg,640
,,720,3_1408404837302157313,,,photo,https://pbs.twimg.com/media/E4uovMtWQAEm1xB.jpg,1280
,,576,3_1408325689023950850,,,photo,https://pbs.twimg.com/media/E4tgwKZUcAIFZYU.jpg,1024
A striped image showing how the worlds temperatures have changed from the year 1850 -2020.,,720,3_1407114528974901254,,,photo,https://pbs.twimg.com/media/E4cTNXnXEAY-Jyp.jpg,1280
,,1280,3_1407053826356649989,,,photo,https://pbs.twimg.com/media/E4bcAAvXoAUQ7GO.jpg,960
,,1280,3_1407054282277408768,,,photo,https://pbs.twimg.com/media/E4bcajLWUAAhBQN.jpg,960
,,907,3_1406201296512823296,,,photo,https://pbs.twimg.com/media/E4PUoPlXMAAmoYO.jpg,1280
,,960,3_1406133002355167240,,,photo,https://pbs.twimg.com/media/E4OWhABVUAg7O37.jpg,1280
,,522,3_1406083155866447872,,,photo,https://pbs.twimg.com/media/E4NpLjYUcAAGhG4.jpg,941
,,727,3_1406053391176921092,,,photo,https://pbs.twimg.com/media/E4NOHBRVcAQ-AnS.jpg,810
,,2048,3_1406054793919954947,,,photo,https://pbs.twimg.com/media/E4NPYq5VgAMbb-e.jpg,1536
,,1280,3_1406042566789713920,,,photo,https://pbs.twimg.com/media/E4NEQ9SUUAAdnOn.jpg,720
,,960,3_1406026926465114114,,,photo,https://pbs.twimg.com/media/E4M2CkiWYAIfw2G.jpg,1280
,,720,3_1406000467759542277,,,photo,https://pbs.twimg.com/media/E4Md-eLXMAUxjCf.jpg,1280
,,612,3_1405980276262674433,,,photo,https://pbs.twimg.com/media/E4MLnK_XoAEdbKc.jpg,1280
,,437,3_1405977123429490696,,,photo,https://pbs.twimg.com/media/E4MIvpxXIAgJKU5.jpg,927
,,960,3_1405973537370918912,,,photo,https://pbs.twimg.com/media/E4MFe6qX0AApWjk.jpg,1280
,,543,3_1405971001964441608,,,photo,https://pbs.twimg.com/media/E4MDLViXMAgDFU4.jpg,640
,,1080,3_1404736427489849347,,,photo,https://pbs.twimg.com/media/E36gVpOVcAM06Ux.jpg,1080
,,1080,3_1404736433588293640,,,photo,https://pbs.twimg.com/media/E36gV_8UUAg2dpo.jpg,1080
,,1080,3_1403458425766350853,,,photo,https://pbs.twimg.com/media/E3oWAJzVEAUM52j.jpg,1080
,,1080,3_1403458483911938049,,,photo,https://pbs.twimg.com/media/E3oWDiaUUAEe7gc.jpg,1080
,,300,3_1402944320974376960,,,photo,https://pbs.twimg.com/media/E3hCbUNUUAAMvbA.png,899
,,293,3_1402944344374403075,,,photo,https://pbs.twimg.com/media/E3hCcrYUYAMaqaF.png,749
,,543,3_1402944620028338184,,,photo,https://pbs.twimg.com/media/E3hCsuRVoAg4VFT.jpg,1280
,,680,3_1402944645168914432,,,photo,https://pbs.twimg.com/media/E3hCuL7UYAAtpEq.jpg,1280
,52680.0,1280,13_1401916894819532801,https://pbs.twimg.com/amplify_video_thumb/1401916894819532801/img/-uEv4wv66wvE1ZlO.jpg,{'view_count': 6970},video,,720
,,1080,3_1401869330837557248,,,photo,https://pbs.twimg.com/media/E3Rwup4WUAA65Pq.jpg,1080
,,600,3_1401954661381283840,,,photo,https://pbs.twimg.com/media/E3S-Vi7VoAAG_a3.png,600
,,600,3_1401955200458313732,,,photo,https://pbs.twimg.com/media/E3S-07JUUAQqAy4.png,600
,,1080,3_1401956146877849601,,,photo,https://pbs.twimg.com/media/E3S_sA1UYAEHGg3.jpg,1080
,,600,3_1401956390134947846,,,photo,https://pbs.twimg.com/media/E3S_6LCVIAYKs9V.png,600
,,600,3_1401956415221075968,,,photo,https://pbs.twimg.com/media/E3S_7ofVEAAQIoK.png,600
,,853,3_1401954028536274954,,,photo,https://pbs.twimg.com/media/E3S9wtZVIAoeVdW.jpg,1280
,,853,3_1401954392937406472,,,photo,https://pbs.twimg.com/media/E3S-F65VIAgerKb.jpg,1280
,,853,3_1401954414936485891,,,photo,https://pbs.twimg.com/media/E3S-HM2UcAMN6Lb.jpg,1280
,,864,3_1401577504297537540,,,photo,https://pbs.twimg.com/media/E3NnUHTVUAQQbPE.jpg,1536
,,864,3_1401577504301674498,,,photo,https://pbs.twimg.com/media/E3NnUHUUcAIb2p1.jpg,1536
,,864,3_1401576959704895489,,,photo,https://pbs.twimg.com/media/E3Nm0aiVEAElVmt.jpg,1536
,,864,3_1401576959700733953,,,photo,https://pbs.twimg.com/media/E3Nm0ahVkAESjSM.jpg,1536
,,864,3_1401576284874969089,,,photo,https://pbs.twimg.com/media/E3NmNImVkAEtNFF.jpg,1536
,,864,3_1401576284883279872,,,photo,https://pbs.twimg.com/media/E3NmNIoUYAAFreH.jpg,1536
,,864,3_1401576284849774594,,,photo,https://pbs.twimg.com/media/E3NmNIgVIAIB-6Z.jpg,1536
,,1080,3_1400190027850788877,,,photo,https://pbs.twimg.com/media/E255aWwXMA0_sgu.jpg,1080
,,768,3_1400190027846520834,,,photo,https://pbs.twimg.com/media/E255aWvWEAItYcS.jpg,768
,,1080,3_1399382297137225730,,,photo,https://pbs.twimg.com/media/E2uayPXVoAI5tgm.jpg,1080
,,1080,3_1399382297128824839,,,photo,https://pbs.twimg.com/media/E2uayPVVcActJu5.jpg,1080
,,1080,3_1399382297137192965,,,photo,https://pbs.twimg.com/media/E2uayPXVIAUDUWD.jpg,1080
,,1080,3_1399382297141338117,,,photo,https://pbs.twimg.com/media/E2uayPYUYAUiVoE.jpg,1080
,,608,3_1399081867966443522,,,photo,https://pbs.twimg.com/media/E2qJi9fUcAIMAdS.jpg,1080
,,640,3_1399081867974823936,,,photo,https://pbs.twimg.com/media/E2qJi9hUUAA7Fs3.jpg,480
,,414,3_1399081867970715651,,,photo,https://pbs.twimg.com/media/E2qJi9gVoAMlw-V.jpg,552
,,392,3_1399081867995803656,,,photo,https://pbs.twimg.com/media/E2qJi9mUcAgjaEA.jpg,720
,,1536,3_1398699984879501314,,,photo,https://pbs.twimg.com/media/E2kuOcIWQAI0ulZ.jpg,2048
,,1080,3_1398624154455216128,,,photo,https://pbs.twimg.com/media/E2jpQhyVkAA5kz1.jpg,1080
,,1080,3_1398624184478048257,,,photo,https://pbs.twimg.com/media/E2jpSRoVoAE_WC9.jpg,1080
,,1080,3_1398624024880549893,,,photo,https://pbs.twimg.com/media/E2jpI_FVEAUusqc.jpg,1080
,,1080,3_1398624045185208323,,,photo,https://pbs.twimg.com/media/E2jpKKuVkAMyul4.jpg,1080
,,1080,3_1398624085651779590,,,photo,https://pbs.twimg.com/media/E2jpMheUcAYvHpd.jpg,1080
,,1080,3_1398624106522693632,,,photo,https://pbs.twimg.com/media/E2jpNvOVUAAcywp.jpg,1080
,,1080,3_1398623790439956480,,,photo,https://pbs.twimg.com/media/E2jo7VuVgAAHOIm.jpg,1080
,,1080,3_1398623822513795072,,,photo,https://pbs.twimg.com/media/E2jo9NNVcAAEajQ.jpg,1080
,,1080,3_1398623868386910211,,,photo,https://pbs.twimg.com/media/E2jo_4GVoAMY1_B.jpg,1080
,,1080,3_1398623887336767495,,,photo,https://pbs.twimg.com/media/E2jpA-sVgAcQsnM.jpg,1080
,,1080,3_1398623615621353474,,,photo,https://pbs.twimg.com/media/E2joxKeVUAIF7c0.jpg,1080
,,1080,3_1398623640153845767,,,photo,https://pbs.twimg.com/media/E2joyl3VcAcCALD.jpg,1080
,,1080,3_1398623658956886018,,,photo,https://pbs.twimg.com/media/E2jozr6VEAIOjV6.jpg,1080
,,1080,3_1398623678749806595,,,photo,https://pbs.twimg.com/media/E2jo01pVEAM-3MC.jpg,1080
,,1080,3_1398623174720299009,,,photo,https://pbs.twimg.com/media/E2joXf_VIAEALlK.jpg,1080
,,1080,3_1398623212359983104,,,photo,https://pbs.twimg.com/media/E2joZsNVIAAFe9a.jpg,1080
,,1080,3_1398623233914466307,,,photo,https://pbs.twimg.com/media/E2joa8gUcAMWXqD.jpg,1080
,,1080,3_1398623276948070401,,,photo,https://pbs.twimg.com/media/E2jodc0VIAE5izJ.jpg,1080
,,1080,3_1398622339483332609,,,photo,https://pbs.twimg.com/media/E2jnm4fUcAEZ2fK.jpg,1080
,,3840,3_1398405929385836549,,,photo,https://pbs.twimg.com/media/E2giyKDXwAUOPB1.jpg,5760
,,715,3_1398406052220182533,,,photo,https://pbs.twimg.com/media/E2gi5TpXIAUjyeC.jpg,1080
,,4000,3_1398406228045352964,,,photo,https://pbs.twimg.com/media/E2gjDipWUAQ0hnX.jpg,3000
,,715,3_1398406290565742592,,,photo,https://pbs.twimg.com/media/E2gjHLjXwAA_-lG.jpg,1080
,,1080,3_1397623851287072770,,,photo,https://pbs.twimg.com/media/E2VbfOGUUAIFz8R.jpg,1080
,,1080,3_1397623901862072320,,,photo,https://pbs.twimg.com/media/E2VbiKgVkAAI6Md.jpg,1080
,,1080,3_1397623917657739267,,,photo,https://pbs.twimg.com/media/E2VbjFWUUAMeTsA.jpg,1080
,,1080,3_1397623785583353858,,,photo,https://pbs.twimg.com/media/E2VbbZVVIAIed7e.jpg,1080
,,1080,3_1397623806286393345,,,photo,https://pbs.twimg.com/media/E2VbcmdUcAEThA_.jpg,1080
,,1080,3_1397623824988864512,,,photo,https://pbs.twimg.com/media/E2VbdsIVgAAzHHc.jpg,1080
,,1080,3_1397623740091887618,,,photo,https://pbs.twimg.com/media/E2VbYv3UcAIzg4m.jpg,1080
,,1080,3_1397623756009340928,,,photo,https://pbs.twimg.com/media/E2VbZrKVgAAVgDs.jpg,1080
,,452,3_1397583465302962177,,,photo,https://pbs.twimg.com/media/E2U2wclXsAEi_ne.jpg,603
"Yellow rectangle with black stripes, on top of which is white text reading ""BAN FRACKING GLOBALLY NOW"", each word is on a separate line with alternating pale blue and green backgrounds, at the bottom is black text on a white background which reads ""#GlobalBanOnFracking""",,900,3_1396762614991052803,,,photo,https://pbs.twimg.com/media/E2JMMq4WYAMy5ee.png,1600
,,1280,3_1395651910388965377,,,photo,https://pbs.twimg.com/media/E15aBJzUYAELy4Z.jpg,1280
,,900,3_1395418016305848323,,,photo,https://pbs.twimg.com/media/E12FSucXIAMnDlQ.jpg,1600
,,1350,3_1395111268973903874,,,photo,https://pbs.twimg.com/media/E1xuTrlVgAI-FPt.jpg,1080
,,4096,3_1395111245414502401,,,photo,https://pbs.twimg.com/media/E1xuST0VkAE2-_M.jpg,3277
,,4096,3_1395111211377721352,,,photo,https://pbs.twimg.com/media/E1xuQVBVgAg3tH0.jpg,3277
,,4096,3_1395111171842183169,,,photo,https://pbs.twimg.com/media/E1xuOBvVEAEW_Zx.jpg,3277
,,4096,3_1395110998630047744,,,photo,https://pbs.twimg.com/media/E1xuD8eVoAALFma.jpg,3277
,,1350,3_1395110892182794240,,,photo,https://pbs.twimg.com/media/E1xt9v7VcAA60Zk.jpg,1080
,,4096,3_1395110774780022785,,,photo,https://pbs.twimg.com/media/E1xt26kVUAEBhua.jpg,3277
,,4096,3_1395110737610121220,,,photo,https://pbs.twimg.com/media/E1xt0wGVoAQ9b2Q.jpg,3277
,,4096,3_1395110657951879168,,,photo,https://pbs.twimg.com/media/E1xtwHWVUAAjuHi.jpg,3277
,,1024,3_1394685516369448961,,,photo,https://pbs.twimg.com/media/E1rrFniVUAEzIgp.jpg,1024
,,1024,3_1394685516377776134,,,photo,https://pbs.twimg.com/media/E1rrFnkUYAYWPRy.jpg,1024
,,1024,3_1394685516394557441,,,photo,https://pbs.twimg.com/media/E1rrFnoUcAEFmQW.jpg,1024
,,1024,3_1394685516398821379,,,photo,https://pbs.twimg.com/media/E1rrFnpVgAMaUuW.jpg,1024
,,843,3_1394686324678881280,,,photo,https://pbs.twimg.com/media/E1rr0quUcAAZ7hG.png,843
,,843,3_1394686344169807874,,,photo,https://pbs.twimg.com/media/E1rr1zVUYAIeCZe.png,843
,,843,3_1394686202192691206,,,photo,https://pbs.twimg.com/media/E1rrtibVgAYI9d_.png,843
,,843,3_1394686225248776197,,,photo,https://pbs.twimg.com/media/E1rru4UVcAUM1aP.png,842
,,843,3_1394686244932575239,,,photo,https://pbs.twimg.com/media/E1rrwBpUYAcTT65.png,843
,,843,3_1394686276016607232,,,photo,https://pbs.twimg.com/media/E1rrx1cVEAAizDe.png,843
,,843,3_1394686096139718657,,,photo,https://pbs.twimg.com/media/E1rrnXWVkAE29UX.png,843
,,843,3_1394686133183807493,,,photo,https://pbs.twimg.com/media/E1rrphWVgAUVNMw.png,843
,,843,3_1394686150384570370,,,photo,https://pbs.twimg.com/media/E1rrqhbUUAIYemP.png,843
,,843,3_1394686166759215105,,,photo,https://pbs.twimg.com/media/E1rrrebVkAEyPh9.png,843
,,800,16_1394685743100874755,https://pbs.twimg.com/tweet_video_thumb/E1rrS0LUUAMB-L-.jpg,,animated_gif,,800
"Image contains: photo of Eric Damien and their description that says Youth climate activist from fridays for future Kenya and then below it there is an image of Fatima Hassan and aside from her photo there is a description that says Human rights lawyer and social justice activist. Founder of HJI. Former Executive director of the open society foundation for south Africa and head of the foundation for 6 years and then below it is an image of another speaker: Amitabh Behar and aside it is a description that sayschief executive officer of Oxfam india, global civil society leader and authority tackling economic and gender equality and building citizen participation and below it there is a photo of Emanuele Capobianco and aside the photo there is a description that says director of health and care, international federation of redcross and red crescent societies. and then below it is a yellow space with writings say Vaccine equity",,1080,3_1394619350229921793,,,photo,https://pbs.twimg.com/media/E1qu6PdXMAE3hG8.jpg,1080
,,1024,3_1394574126174584834,,,photo,https://pbs.twimg.com/media/E1qFx2uWQAI0XsZ.jpg,1024
,,1080,3_1394571443417993219,,,photo,https://pbs.twimg.com/media/E1qDVsrVUAMDCM7.jpg,1080
,,1080,3_1394571443417931783,,,photo,https://pbs.twimg.com/media/E1qDVsrUYAcGk0U.jpg,1080
,,1080,3_1394571443413741568,,,photo,https://pbs.twimg.com/media/E1qDVsqUcAAThdD.jpg,1080
,,1080,3_1394571142912827400,,,photo,https://pbs.twimg.com/media/E1qDENNUYAg9_FO.jpg,1080
,,1080,3_1394571142925459463,,,photo,https://pbs.twimg.com/media/E1qDENQVIAcUjcf.jpg,1080
,,1080,3_1394571142925414400,,,photo,https://pbs.twimg.com/media/E1qDENQUcAAdKwZ.jpg,1080
,,1920,3_1394570876511657985,,,photo,https://pbs.twimg.com/media/E1qC0syVIAEV4sc.jpg,1080
,,1280,3_1394557972127260675,,,photo,https://pbs.twimg.com/media/E1p3FkNVoAMAoor.jpg,960
,,1280,3_1394558011335536641,,,photo,https://pbs.twimg.com/media/E1p3H2RUcAEtcYt.jpg,1280
,,1280,3_1394558036706881538,,,photo,https://pbs.twimg.com/media/E1p3JUyUcAIpk-8.jpg,960
,,1280,3_1394558238469738496,,,photo,https://pbs.twimg.com/media/E1p3VEaVUAAw0aG.jpg,960
,,969,3_1394557411197739010,,,photo,https://pbs.twimg.com/media/E1p2k6lUYAIT-ej.jpg,1280
,,947,3_1394557440155258884,,,photo,https://pbs.twimg.com/media/E1p2mmdVEAQH_2S.jpg,1280
,,852,3_1394557475026735107,,,photo,https://pbs.twimg.com/media/E1p2ooXVkAMJJav.jpg,1280
,,960,3_1394557502914658305,,,photo,https://pbs.twimg.com/media/E1p2qQQVgAEz5Bu.jpg,719
,,853,3_1394556499435745283,,,photo,https://pbs.twimg.com/media/E1p1v2AUcAMt9EV.jpg,1280
,,960,3_1394556520654794753,,,photo,https://pbs.twimg.com/media/E1p1xFDVcAE4N0Y.jpg,1280
,,720,3_1394556544675565570,,,photo,https://pbs.twimg.com/media/E1p1yeiVUAIn-bw.jpg,960
,,853,3_1394556573905604608,,,photo,https://pbs.twimg.com/media/E1p10LbUUAAU3F1.jpg,1280
,,716,3_1394015396890558470,,,photo,https://pbs.twimg.com/media/E1iJnh8WQAYs4nZ.jpg,1080
,,1080,3_1391362879715151877,,,photo,https://pbs.twimg.com/media/E08dKtcWEAU1vxe.jpg,1080
,,548,3_1392877805097021441,,,photo,https://pbs.twimg.com/media/E1R---RVcAEpSKJ.jpg,1280
,,720,3_1392877808121106433,,,photo,https://pbs.twimg.com/media/E1R-_JiVUAEsnlb.jpg,1280
,,900,3_1392758553681743872,,,photo,https://pbs.twimg.com/media/E1QShoIWUAAGbWf.jpg,1600
,,900,3_1392762827434299397,,,photo,https://pbs.twimg.com/media/E1QWaZGXEAUkd_E.jpg,1600
,,4032,3_1392781550752784386,,,photo,https://pbs.twimg.com/media/E1QncO5WYAIU8Vo.jpg,3024
,,908,3_1392066920208236545,,,photo,https://pbs.twimg.com/media/E1GdfQqVgAE0EoX.jpg,957
,138967.0,900,13_1391836730563588098,https://pbs.twimg.com/media/E1DMYYoVUAI4U5U.jpg,{'view_count': 150384},video,,1600
,,566,3_1392049526169505794,,,photo,https://pbs.twimg.com/media/E1GNqy0VkAINJI4.jpg,748
,,807,3_1392049518544252931,,,photo,https://pbs.twimg.com/media/E1GNqWaVcAMu-eJ.jpg,507
,,1080,3_1391363024972394502,,,photo,https://pbs.twimg.com/media/E08dTKkXsAYsgnN.jpg,1080
,,1080,3_1391362558662254592,,,photo,https://pbs.twimg.com/media/E08c4BbXoAAzfLX.jpg,1080
,,1080,3_1391362673867214851,,,photo,https://pbs.twimg.com/media/E08c-umX0AMhNaO.jpg,1080
,,1080,3_1391362285843660802,,,photo,https://pbs.twimg.com/media/E08coJGWQAIoomS.jpg,1080
,,1080,3_1391362355985010688,,,photo,https://pbs.twimg.com/media/E08csOZWUAAwuzJ.jpg,1080
,,1080,3_1391362400969019394,,,photo,https://pbs.twimg.com/media/E08cu1-X0AIbNE3.jpg,1080
,,1080,3_1391362182647058438,,,photo,https://pbs.twimg.com/media/E08ciIqXEAYjcfP.jpg,1080
,,1080,3_1391362228067123202,,,photo,https://pbs.twimg.com/media/E08ckx3WQAIGMZD.jpg,1080
,,1080,3_1391361734645108738,,,photo,https://pbs.twimg.com/media/E08cIDuX0AI5Qt0.jpg,1080
,,1080,3_1390715871404855298,,,photo,https://pbs.twimg.com/media/E0zQt3qVkAIErDR.jpg,1080
,,1080,3_1389980964416233473,,,photo,https://pbs.twimg.com/media/E0o0UpyVoAEyK8g.jpg,1080
,,1080,3_1389980887916302336,,,photo,https://pbs.twimg.com/media/E0o0QMzVUAApIYO.jpg,1080
,,760,3_1389940642546024461,,,photo,https://pbs.twimg.com/media/E0oPpnHVgA0YElr.jpg,1280
,,900,3_1389397385697054724,,,photo,https://pbs.twimg.com/media/E0ghj5pUUAQDcz4.jpg,1600
,63102.0,720,13_1388795243634384900,https://pbs.twimg.com/media/E0X-OAUVkAMqC3Z.jpg,{'view_count': 2179},video,,1280
,321970.0,360,13_1388795919731093509,https://pbs.twimg.com/media/E0X_6YmUcAM8mhV.jpg,{'view_count': 5280},video,,654
,,1080,3_1388798927030259716,,,photo,https://pbs.twimg.com/media/E0YBRBYVEAQHOQS.jpg,1080
,,1080,3_1388798927055454217,,,photo,https://pbs.twimg.com/media/E0YBRBeVgAkWg96.jpg,1080
,,1080,3_1388798757072900097,,,photo,https://pbs.twimg.com/media/E0YBHIPVkAEHFbf.jpg,1080
,,1080,3_1388798757077078017,,,photo,https://pbs.twimg.com/media/E0YBHIQVUAEB6lL.jpg,1080
,,1080,3_1388798757077098499,,,photo,https://pbs.twimg.com/media/E0YBHIQVoAMbZ9_.jpg,1080
,,1080,3_1388798554085281797,,,photo,https://pbs.twimg.com/media/E0YA7UDUUAUY0s1.jpg,1920
,,1152,3_1388020705254543360,,,photo,https://pbs.twimg.com/media/E0M9ejWVkAAjKM9.jpg,2048
,137037.0,526,13_1388191190256734209,https://pbs.twimg.com/amplify_video_thumb/1388191190256734209/img/6d5e3CDRC44yp1Ai.jpg,{'view_count': 2210},video,,936
,,1533,3_1388164190804889608,,,photo,https://pbs.twimg.com/media/E0O_-grX0AghJAb.jpg,2048
,,2048,3_1388164210383888388,,,photo,https://pbs.twimg.com/media/E0O__pnXoAQdFlY.jpg,1152
,176377.0,960,13_1387432385428418565,https://pbs.twimg.com/media/E0Em-W1VkAE_t9e.jpg,{'view_count': 55430},video,,1280
,,2048,3_1386594338591936515,,,photo,https://pbs.twimg.com/media/Ez4sNFdXEAMLHiR.jpg,1536
,,1080,3_1386345579937099776,,,photo,https://pbs.twimg.com/media/Ez1J9bQVcAAh_XP.jpg,1920
,,1080,3_1386345579958083590,,,photo,https://pbs.twimg.com/media/Ez1J9bVVoAY20tZ.jpg,1920
,,675,3_1385875746648776705,,,photo,https://pbs.twimg.com/media/Ezueph3UYAEcNXi.png,1200
,266760.0,900,13_1385287570599202820,https://pbs.twimg.com/media/EzmKoXnVkAA1-2s.jpg,{'view_count': 5228},video,,1600
,,1080,3_1385186387368939523,,,photo,https://pbs.twimg.com/media/EzkrribVEAMD17L.jpg,1080
,,1080,3_1385186414610948096,,,photo,https://pbs.twimg.com/media/EzkrtH6VIAAJ891.jpg,1080
,,1080,3_1385186429970518017,,,photo,https://pbs.twimg.com/media/EzkruBIVkAEUwV4.jpg,1080
,,1080,3_1385186450744889347,,,photo,https://pbs.twimg.com/media/EzkrvOhVUAMC9rR.jpg,1080
,,1080,3_1384158117429010432,,,photo,https://pbs.twimg.com/media/EzWEeWZUYAAeCnG.jpg,1080
,,1080,3_1384158129265405967,,,photo,https://pbs.twimg.com/media/EzWEfCfVcA8EDTR.jpg,1080
,,1080,3_1384158151964909581,,,photo,https://pbs.twimg.com/media/EzWEgXDUYA0V2hP.jpg,1080
,,1080,3_1384158172697436164,,,photo,https://pbs.twimg.com/media/EzWEhkSVoAQXRsp.jpg,1080
,,1280,3_1383471707021713411,,,photo,https://pbs.twimg.com/media/EzMUMAXVIAMxOvd.jpg,1280
,,1280,3_1383471707076190216,,,photo,https://pbs.twimg.com/media/EzMUMAkUYAg74WW.jpg,1280
,,1080,3_1383471707210489862,,,photo,https://pbs.twimg.com/media/EzMUMBEVoAYwAeW.jpg,1080
,,1280,3_1383471707252412416,,,photo,https://pbs.twimg.com/media/EzMUMBOVUAAO6hK.jpg,1280
,,1200,3_1383018031408848896,,,photo,https://pbs.twimg.com/media/EzF3knAVoAAsMsd.jpg,960
,,1200,3_1383018031702446080,,,photo,https://pbs.twimg.com/media/EzF3koGVkAAf-K2.jpg,960
,,1200,3_1383018031706566661,,,photo,https://pbs.twimg.com/media/EzF3koHUcAUOtsL.jpg,960
,,1200,3_1383018031727616001,,,photo,https://pbs.twimg.com/media/EzF3koMVoAEd9Wz.jpg,960
,,899,3_1382130246544199684,,,photo,https://pbs.twimg.com/media/Ey5QIuqXEAQMIaY.jpg,1599
,,1080,3_1381920636428148738,,,photo,https://pbs.twimg.com/media/Ey2Rf0IU4AIovHA.jpg,1080
,,1080,3_1381920636432359428,,,photo,https://pbs.twimg.com/media/Ey2Rf0JVIAQfGtv.jpg,1080
,,1080,3_1381919500954607618,,,photo,https://pbs.twimg.com/media/Ey2QduKVoAI2rFA.jpg,1080
,,1080,3_1381919500765777932,,,photo,https://pbs.twimg.com/media/Ey2QdtdUUAwLr9S.jpg,1080
,,1080,3_1381919500992348163,,,photo,https://pbs.twimg.com/media/Ey2QduTVgAMH7xK.jpg,1080
,,900,3_1381923420787548161,,,photo,https://pbs.twimg.com/media/Ey2UB4rVoAEQJdS.jpg,1600
,,500,3_1380541285874851840,,,photo,https://pbs.twimg.com/media/Eyiq_C5U4AAmTKb.png,800
,,448,3_1380541362001481729,,,photo,https://pbs.twimg.com/media/EyirDefVEAEWRhO.png,800
,,500,3_1380541404045172739,,,photo,https://pbs.twimg.com/media/EyirF7HU4AMkaxf.png,800
,,451,3_1380541478624108546,,,photo,https://pbs.twimg.com/media/EyirKQ8VIAIjT2l.png,800
"A collage of screenshots from our Fight For 1.5 zoom call, there are 25 people on each panel, with 9 panels in total. The participants are holding up climate placards.",,759,3_1380542713838321672,,,photo,https://pbs.twimg.com/media/EyisSKeWQAgVnaq.jpg,1280
"A collage of screenshots from our Fight For 1.5 zoom call, there are 25 people on each panel, with 9 panels in total. The participants are holding up climate placards. Edited over the collage there is yellow text reading ""fight for 1.5"" in capital block letters.",,761,3_1380542659165626374,,,photo,https://pbs.twimg.com/media/EyisO-zXIAYClNL.jpg,1280
,,768,3_1379894769598361600,,,photo,https://pbs.twimg.com/media/EyZe-2FUcAAdWmD.jpg,1024
,,720,3_1379842591051505667,,,photo,https://pbs.twimg.com/media/EyYvhp2UYAMtXEa.jpg,1280
Captura de pantalla de noticia que habla del asesinato de otro defensor del territorio. Link disponible en el tweet.,,801,3_1379652960372805632,,,photo,https://pbs.twimg.com/media/EyWDDshWUAAWfG-.jpg,1034
,,1080,3_1376854674788163586,,,photo,https://pbs.twimg.com/media/ExuSCCYVoAIYrMP.jpg,1080
,,1080,3_1376854700885037067,,,photo,https://pbs.twimg.com/media/ExuSDjmUUAs8WcS.jpg,1080
,,640,3_1376500540767531013,,,photo,https://pbs.twimg.com/media/ExpP8uWU8AUsytV.jpg,1280
,,1024,3_1376500609709264897,,,photo,https://pbs.twimg.com/media/ExpQAvLUUAE-XWl.jpg,768
,,640,3_1376500646455615492,,,photo,https://pbs.twimg.com/media/ExpQC4EVIAQEqxK.png,640
,,1081,3_1375468092524883980,,,photo,https://pbs.twimg.com/media/Exak8U7UcAw1yqe.jpg,1081
,,1280,3_1375468106265493505,,,photo,https://pbs.twimg.com/media/Exak9IHVgAE6dp7.jpg,1280
,,1080,3_1374715793880010762,,,photo,https://pbs.twimg.com/media/ExP4uyFWUAoaJui.jpg,1080
,,1080,3_1374715793880051713,,,photo,https://pbs.twimg.com/media/ExP4uyFW8AEg2m-.jpg,1080
,,1080,3_1374715743217025029,,,photo,https://pbs.twimg.com/media/ExP4r1WWgAUQYx8.jpg,1080
,,1080,3_1374715743237984261,,,photo,https://pbs.twimg.com/media/ExP4r1bWUAUHN7_.jpg,1080
,,1080,3_1374715743233773577,,,photo,https://pbs.twimg.com/media/ExP4r1aWEAkMG8G.jpg,1080
,,1080,3_1374715743263195140,,,photo,https://pbs.twimg.com/media/ExP4r1hXAAQnGET.jpg,1080
,,1080,3_1374715683188137989,,,photo,https://pbs.twimg.com/media/ExP4oVuWYAUrLuo.jpg,1080
,,1080,3_1374715683209154561,,,photo,https://pbs.twimg.com/media/ExP4oVzXEAEyQr3.jpg,1080
,,1080,3_1374715683213295622,,,photo,https://pbs.twimg.com/media/ExP4oV0WQAY-KfI.jpg,1080
,,1080,3_1374715683196579847,,,photo,https://pbs.twimg.com/media/ExP4oVwXMAcaH7e.jpg,1080
,,720,3_1374715564879413256,,,photo,https://pbs.twimg.com/media/ExP4hc_WgAgGA5N.jpg,1280
,,513,3_1374710964516495361,,,photo,https://pbs.twimg.com/media/ExP0VrTXIAEogL3.jpg,960
,,853,3_1374450314401574920,,,photo,https://pbs.twimg.com/media/ExMHR19UcAgZTVq.jpg,1280
,,960,3_1374450372736020480,,,photo,https://pbs.twimg.com/media/ExMHVPRVcAAFMRN.jpg,1280
